flow_id,stime_ms,sub,http_id,value,http_field
2604556439,1631290539248,0,114,HTTP/1.1,http_version
2604556439,1631290539248,0,114,HTTP/1.1,http_version
2604556439,1631290539248,0,221,PHPSESSIDi=dffc472ac1e42e995fe191a88baa77ac; path=/,set_cookie
3575931026,1631290549679,0,110,lighttpd/1.4.11 (Win32),server
3575931026,1631290549679,0,111,"Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; TABEO 8 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",user_agent
3575931026,1631290549679,0,112,GET /web_ihmi/index.php,request_line
3575931026,1631290549679,0,113,keep-alive,connection
3575931026,1631290549679,0,117,192.168.50.249,server_address
3575931026,1631290549679,0,123,200 OK,status
3575931026,1631290549679,0,120,*/*,accept
3575931026,1631290549679,0,122,text/html,content_type
3575931026,1631290549679,0,114,HTTP/1.1,http_version
3575931026,1631290549679,0,114,HTTP/1.1,http_version
3575931026,1631290549679,0,221,PHPSESSIDi=a27cffcbf487573ce52f70032a99ae9e; path=/,set_cookie
2158125206,1631290565897,0,110,Microsoft-IIS/10.0,server
2158125206,1631290565897,0,111,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36",user_agent
2158125206,1631290565897,0,112,GET /,request_line
2158125206,1631290565897,0,113,keep-alive,connection
2158125206,1631290565897,0,117,192.168.50.248,server_address
2158125206,1631290565897,0,118,696,server_port
2158125206,1631290565897,0,123,111 Safari,status
2158125206,1631290565897,0,123,200 OK,status
2158125206,1631290565897,0,120,*/*,accept
2158125206,1631290565897,0,122,text/html,content_type
2158125206,1631290565897,0,114,HTTP/1.1,http_version
2158125206,1631290565897,0,114,HTTP/1.1,http_version
2460377338,1631290570517,0,110,nginx/1.14.2,server
2460377338,1631290570517,0,111,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; MASEJS; rv:11.0) like Gecko,user_agent
2460377338,1631290570517,0,112,GET /,request_line
2460377338,1631290570517,0,113,keep-alive,connection
2460377338,1631290570517,0,113,keep-alive,connection
2460377338,1631290570517,0,117,192.168.50.106,server_address
2460377338,1631290570517,0,123,200 OK,status
2460377338,1631290570517,0,120,*/*,accept
2460377338,1631290570517,0,122,text/html; charset=utf-8,content_type
2460377338,1631290570517,0,114,HTTP/1.1,http_version
2460377338,1631290570517,0,114,HTTP/1.1,http_version
3391381611,1631290583907,0,110,Microsoft-IIS/10.0,server
3391381611,1631290583907,0,111,Mozilla/5.0; TOB 6.13 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,user_agent
3391381611,1631290583907,0,112,GET /,request_line
3391381611,1631290583907,0,113,keep-alive,connection
3391381611,1631290583907,0,117,192.168.50.248,server_address
3391381611,1631290583907,0,118,696,server_port
3391381611,1631290583907,0,123,200 OK,status
3391381611,1631290583907,0,120,*/*,accept
3391381611,1631290583907,0,122,text/html,content_type
3391381611,1631290583907,0,114,HTTP/1.1,http_version
3391381611,1631290583907,0,114,HTTP/1.1,http_version
3415236862,1631290585077,0,110,nginx/1.14.2,server
3415236862,1631290585077,0,111,"Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; S4H Build/WG4025-S4H_V0.5-2014.10.07) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/10.7.0.636 U3/0.8.0 Mobile Safari/534.30",user_agent
3415236862,1631290585077,0,112,GET /,request_line
3415236862,1631290585077,0,113,keep-alive,connection
3415236862,1631290585077,0,113,keep-alive,connection
3415236862,1631290585077,0,117,192.168.50.106,server_address
3415236862,1631290585077,0,123,200 OK,status
3415236862,1631290585077,0,120,*/*,accept
3415236862,1631290585077,0,122,text/html; charset=utf-8,content_type
3415236862,1631290585077,0,114,HTTP/1.1,http_version
3415236862,1631290585077,0,114,HTTP/1.1,http_version
3432013939,1631290591707,0,110,FX ENET,server
3432013939,1631290591707,0,111,"Mozilla/5.0 (Linux; U; Android 4.1.1; en-us; SC-03E Build/JRO03C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",user_agent
3432013939,1631290591707,0,112,GET /,request_line
3432013939,1631290591707,0,113,keep-alive,connection
3432013939,1631290591707,0,113,close,connection
3432013939,1631290591707,0,117,192.168.50.225,server_address
3432013939,1631290591707,0,118,3145,server_port
3432013939,1631290591707,0,123,200 OK,status
3432013939,1631290591707,0,120,*/*,accept
3432013939,1631290591707,0,122,text/html,content_type
3432013939,1631290591707,0,114,HTTP/1.1,http_version
3432013939,1631290591707,0,114,HTTP/1.1,http_version
3130679412,1631290595656,0,110,FX ENET,server
3130679412,1631290595656,0,111,"Mozilla/5.0 (Linux; Android 4.4.2; en-us; SAMSUNG SPH-L520 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/1.5 Chrome/28.0.1500.94 Mobile Safari/537.36",user_agent
3130679412,1631290595656,0,112,GET /,request_line
3130679412,1631290595656,0,113,keep-alive,connection
3130679412,1631290595656,0,113,close,connection
3130679412,1631290595656,0,117,192.168.50.225,server_address
3130679412,1631290595656,0,118,3145,server_port
3130679412,1631290595656,0,123,200 OK,status
3130679412,1631290595656,0,120,*/*,accept
3130679412,1631290595656,0,122,text/html,content_type
3130679412,1631290595656,0,114,HTTP/1.1,http_version
3130679412,1631290595656,0,114,HTTP/1.1,http_version
3972848576,1631290564578,0,114,HTTP/1.1,http_version
4008893179,1631290571624,0,114,HTTP/1.1,http_version
3667317944,1631290579979,0,114,HTTP/1.1,http_version
3582450524,1631290500125,0,114,HTTP/1.1,http_version
